depth [ft],Calcite ,Chlorite,Dolomite,Hematite,Illite,K-Feldspar,Kaolinite,Porosity,Quartz,Clay,Bulk
4361.25,0.92588,0,0,0,0.00081,0.04413,0.01871,0.0014,0.00906,0.02091,62.94344828
4361.75,0.9129,0,0,0,0.01286,0.04058,0.01871,0.00292,0.01203,0.03449,71.04434483
4362.25,0.89792,0,0,0,0.0269,0.03663,0.01871,0.00612,0.01373,0.05029,74.10303448
4362.75,0.88793,0,0,0,0.02208,0.03811,0.01871,0.01713,0.01604,0.04486,65.05931034
4363.25,0.88843,0,0,0,0.00042,0.04504,0.01871,0.0281,0.01929,0.02048,57.36524138
4363.75,0.89113,0,0,0,0,0.04212,0.01871,0.03311,0.01492,0.02,53.89917241
4364.25,0.89646,0,0,0,0,0.04479,0.01871,0.03163,0.0084,0.02,55.70641379
4364.75,0.89961,0,0,0,0.0145,0.04067,0.01871,0.0265,0,0.03633,66.18544828
4365.25,0.90207,0.00477,0,0,0.01677,0.03718,0.01871,0.0205,0,0.04422,74.292
4365.75,0.90362,0.00413,0,0,0.02382,0.03757,0.01871,0.01214,0,0.05144,73.70765517
4366.25,0.89676,0,0,0,0.02734,0.03517,0.01871,0.00761,0.01441,0.05079,73.47744828
4366.75,0.89667,0,0,0,0.00817,0.03537,0.01871,0.00464,0.03644,0.0292,69.99972414
4367.25,0.89339,0,0,0,0,0.03422,0.01871,0.0118,0.04186,0.02,66.75103448
4367.75,0.89336,0,0,0,0,0.03293,0.01871,0.02237,0.03262,0.02,62.45282759
4368.25,0.889,0,0,0,0,0.03444,0.01871,0.03842,0.01943,0.02,50.77889655
4368.75,0.87533,0,0,0,0,0.03826,0.01871,0.05162,0.01607,0.02,39.89489655
4369.25,0.85508,0,0,0,0.00292,0.04057,0.01871,0.06034,0.02237,0.02329,36.00027586
4369.75,0.84877,0,0,0,0.00224,0.04025,0.01871,0.06365,0.02638,0.02252,42.82606897
4370.25,0.85968,0,0,0,0,0.03962,0.01871,0.06931,0.01267,0.02,55.26110345
4370.75,0.87345,0,0,0,0,0.03198,0.01871,0.07586,0,0.02,57.20889655
4371.25,0.87297,0,0,0,0,0.02595,0.01871,0.08236,0,0.02,54.80641379
4371.75,0.87201,0,0,0,0,0.03356,0.01871,0.07572,0,0.02,55.58662069
4372.25,0.88147,0,0,0,0,0.04499,0.01871,0.05482,0,0.02,61.84931034
4372.75,0.89929,0.00003,0,0,0.01641,0.03814,0.01871,0.02742,0,0.03851,71.06213793
4373.25,0.91657,0.00891,0,0,0.01681,0.03358,0.01871,0.00541,0,0.04889,78.57613793
4373.75,0.90381,0.01587,0,0,0.01797,0.03821,0.01871,0.00543,0,0.05797,77.5522069
4374.25,0.87953,0.00872,0,0,0.03464,0.04205,0.01871,0.00669,0.00966,0.06876,68.35731034
4374.75,0.85997,0.00037,0,0,0.04049,0.04289,0.01871,0.01789,0.01968,0.066,57.22034483
4375.25,0.85692,0,0,0,0.01867,0.0492,0.01871,0.03397,0.02253,0.04102,49.41241379
4375.75,0.86489,0,0,0,0,0.05396,0.01871,0.04262,0.01981,0.02,48.47613793
4376.25,0.87096,0,0,0,0,0.05226,0.01871,0.04095,0.01711,0.02,51.09875862
4376.75,0.87192,0,0,0,0.00189,0.05436,0.01871,0.03567,0.01744,0.02212,52.51089655
4377.25,0.8743,0,0,0,0.01442,0.04985,0.01871,0.02857,0.01414,0.03623,53.72186207
4377.75,0.88339,0,0,0,0.01678,0.04862,0.01871,0.02222,0.01028,0.0389,56.55303448
4378.25,0.90502,0,0,0,0.00702,0.05097,0.01872,0.01232,0.00597,0.02791,62.42068966
4378.75,0.92081,0,0,0,0,0.05233,0.01872,0.00771,0.00043,0.02,68.43793103
4379.25,0.92464,0,0,0,0.0034,0.0491,0.01872,0.00172,0.00243,0.02383,72.45565517
4379.75,0.91072,0,0,0,0.01338,0.04413,0.01872,0.00298,0.01007,0.03507,73.76468966
4380.25,0.89629,0.00037,0,0,0.02024,0.0415,0.01872,0.00389,0.019,0.0432,72.47255172
4380.75,0.88858,0.00047,0,0,0.02356,0.0415,0.01872,0.00432,0.02285,0.04706,69.68537931
4381.25,0.88542,0.00098,0,0,0.02627,0.0423,0.01872,0.00472,0.02159,0.05067,67.72586207
4381.75,0.88284,0.00099,0,0,0.03936,0.04149,0.01872,0.00637,0.01024,0.06542,68.60696552
4382.25,0.88346,0.00516,0,0,0.03208,0.0442,0.01872,0.00595,0.01044,0.06189,71.98268966
4382.75,0.8787,0.00367,0,0,0.03458,0.0451,0.01872,0.00679,0.01244,0.06304,69.44248276
4383.25,0.87369,0.00024,0,0,0.03684,0.04702,0.01872,0.00843,0.01506,0.06176,67.23682759
4383.75,0.8763,0,0,0,0.02491,0.0522,0.01872,0.01014,0.01773,0.04805,67.97937931
4384.25,0.87954,0,0,0,0.01529,0.05736,0.01872,0.01229,0.0168,0.03722,70.26082759
4384.75,0.88196,0,0,0,0.00673,0.06208,0.01872,0.01312,0.01739,0.02757,72.2097931
4385.25,0.88229,0,0,0,0.00372,0.06428,0.01872,0.01424,0.01676,0.02419,75.32896552
4385.75,0.88724,0,0,0,0.00512,0.06433,0.01872,0.01394,0.01066,0.02577,77.21944828
4386.25,0.89734,0,0,0,0.01065,0.06098,0.01872,0.01232,0,0.03199,76.80262069
4386.75,0.9058,0,0,0,0.01078,0.0544,0.01872,0.01031,0,0.03214,76.51848276
4387.25,0.90818,0,0,0,0.00446,0.05797,0.01872,0.01067,0,0.02502,73.48489655
4387.75,0.90011,0,0,0,0,0.06505,0.01872,0.01612,0,0.02,71.41648276
4388.25,0.87695,0,0,0,0,0.07298,0.01872,0.02518,0.00618,0.02,69.62317241
4388.75,0.84259,0,0,0,0,0.07718,0.01872,0.03684,0.02468,0.02,68.34703448
4389.25,0.80891,0,0,0,0,0.08281,0.01872,0.04631,0.04325,0.02,66.21255172
4389.75,0.7785,0,0,0,0.01329,0.08344,0.01872,0.05113,0.05492,0.03496,62.21827586
4390.25,0.76176,0,0,0,0.02882,0.08108,0.01872,0.05344,0.05617,0.05245,56.05310345
4390.75,0.76299,0.00034,0,0,0.02908,0.08206,0.01872,0.05758,0.04923,0.05313,52.0637931
4391.25,0.78001,0,0,0,0.01768,0.08507,0.01872,0.05948,0.03905,0.03991,50.79786207
4391.75,0.79675,0,0,0,0.00594,0.08801,0.01872,0.06114,0.02945,0.02669,54.06034483
4392.25,0.80365,0,0,0,0.0112,0.08472,0.01872,0.05737,0.02435,0.03261,56.35806897
4392.75,0.79188,0,0,0,0.03195,0.07528,0.01872,0.0549,0.02728,0.05598,57.99517241
4393.25,0.77858,0.00503,0,0,0.03894,0.07265,0.01872,0.04852,0.03757,0.06947,57.64110345
4393.75,0.76754,0.00818,0,0,0.0423,0.07048,0.01872,0.04423,0.04855,0.07678,54.25096552
4394.25,0.7686,0.00798,0,0,0.04538,0.06747,0.01872,0.04219,0.04965,0.08003,51.38937931
4394.75,0.78127,0.00629,0,0,0.04446,0.06462,0.01872,0.04433,0.04031,0.0771,52.18917241
4395.25,0.80455,0.00478,0,0,0.04126,0.06106,0.01872,0.04428,0.02536,0.0718,56.97462069
4395.75,0.82862,0.0053,0,0,0.03811,0.05709,0.01872,0.04372,0.00845,0.06883,60.05434483
4396.25,0.8504,0.00966,0,0,0.031,0.05094,0.01872,0.03929,0,0.06571,59.5562069
4396.75,0.86401,0.01477,0,0,0.02345,0.04556,0.01872,0.03349,0,0.06292,58.82027586
4397.25,0.86796,0.01327,0,0,0.02715,0.04446,0.01872,0.02844,0,0.06541,57.63627586
4397.75,0.86804,0.00678,0,0,0.03531,0.04712,0.01872,0.02404,0,0.06734,57.81268966
4398.25,0.87135,0,0,0,0.03963,0.04805,0.01872,0.01955,0.0027,0.06463,58.87531034
4398.75,0.88377,0,0,0,0.03209,0.04816,0.01872,0.01548,0.00179,0.05613,64.09510345
4399.25,0.88244,0.00012,0,0,0.03721,0.04461,0.01872,0.01406,0.00285,0.06204,69.93193103
4399.75,0.86889,0.00074,0,0,0.04555,0.03966,0.01872,0.01264,0.0138,0.07213,73.67758621
4400.25,0.85691,0.00061,0,0,0.04639,0.04104,0.01872,0.01435,0.02198,0.07293,71.2862069
4400.75,0.8478,0.00071,0,0,0.04387,0.04255,0.01872,0.01365,0.03271,0.07019,65.50655172
4401.25,0.83768,0.00063,0,0,0.04629,0.04473,0.01872,0.01344,0.03852,0.07283,62.55917241
4401.75,0.8283,0.00653,0,0,0.03419,0.04788,0.01872,0.01238,0.05201,0.0658,63.58793103
4402.25,0.82096,0.01114,0,0,0.03444,0.04637,0.01872,0.0099,0.05849,0.07123,64.67903448
4402.75,0.82034,0.01536,0,0,0.03388,0.04578,0.01872,0.00738,0.05855,0.07532,65.70965517
4403.25,0.82401,0.01551,0,0,0.03335,0.04538,0.01872,0.00733,0.0557,0.0749,67.05427586
4403.75,0.82687,0.01051,0,0,0.03311,0.04708,0.01872,0.00671,0.05701,0.06903,70.20744828
4404.25,0.82687,0.00477,0,0,0.02799,0.05725,0.01872,0.00539,0.05903,0.05685,71.67586207
4404.75,0.8222,0,0,0,0.02829,0.06123,0.01872,0.00486,0.06471,0.05185,72.94503448
4405.25,0.8256,0,0,0,0.01533,0.06568,0.01872,0.00323,0.07145,0.03727,74.82055172
4405.75,0.83434,0,0,0,0.00953,0.07223,0.01872,0.0025,0.06269,0.03073,71.50034483
4406.25,0.8472,0,0,0,0.01188,0.07665,0.01872,0.00279,0.04277,0.03337,68.72724138
4406.75,0.842,0.00043,0,0,0.032,0.07533,0.01872,0.00538,0.02614,0.05652,69.83717241
4407.25,0.82707,0.01032,0,0,0.02597,0.07742,0.01872,0.00579,0.03472,0.06078,74.42344828
4407.75,0.80048,0.01649,0,0,0.02638,0.08445,0.01872,0.00656,0.04691,0.06814,77.30882759
4408.25,0.78071,0.01838,0,0,0.02646,0.08979,0.01872,0.0068,0.05916,0.07034,77.68248276
4408.75,0.75735,0.01969,0,0,0.02358,0.0914,0.01872,0.00659,0.08268,0.06856,73.74034483
4409.25,0.73329,0.019,0,0,0.02488,0.09569,0.01872,0.00667,0.10175,0.06926,67.06262069
4409.75,0.71901,0.01792,0,0,0.0301,0.09929,0.01872,0.0072,0.10777,0.07392,61.98917241
4410.25,0.71954,0.01741,0,0,0.03822,0.0996,0.01872,0.00828,0.09824,0.0825,60.56427586
4410.75,0.72912,0.01839,0,0,0.03916,0.09679,0.01872,0.01749,0.08034,0.08465,61.92489655
4411.25,0.74548,0.01769,0,0,0.04207,0.09004,0.01872,0.0236,0.0624,0.08715,64.72634483
4411.75,0.76024,0.01648,0,0,0.04219,0.0844,0.01872,0.02582,0.05215,0.08592,66.40255172
4412.25,0.7683,0.01469,0,0,0.04126,0.08268,0.01872,0.02692,0.04742,0.08288,67.42944828
4412.75,0.77519,0.01256,0,0,0.04006,0.08315,0.01872,0.02655,0.04378,0.07915,68.94213793
4413.25,0.78498,0.00994,0,0,0.03837,0.08371,0.01872,0.0267,0.03759,0.07432,64.29358621
4413.75,0.79659,0.00624,0,0,0.03802,0.08165,0.01872,0.02815,0.03064,0.06979,58.85172414
4414.25,0.81127,0.00356,0,0,0.03208,0.07963,0.01872,0.02762,0.02713,0.06011,59.14682759
4414.75,0.82685,0.00023,0,0,0.03012,0.076,0.01872,0.02494,0.02315,0.05417,63.47193103
4415.25,0.85006,0,0,0,0.02745,0.07182,0.01872,0.01629,0.01567,0.05092,65.22489655
4415.75,0.87201,0.00062,0,0,0.03388,0.06592,0.01872,0.00708,0.00177,0.05884,69.88062069
4416.25,0.88248,0.00782,0,0,0.02809,0.05713,0.01872,0.00576,0,0.06038,74.17096552
4416.75,0.88573,0.01466,0,0,0.02285,0.05213,0.01872,0.0059,0,0.06213,79.76958621
4417.25,0.88232,0.01711,0,0,0.02518,0.05019,0.01872,0.00649,0,0.06748,84.23537931
4417.75,0.87466,0.01644,0,0,0.02879,0.04945,0.01872,0.00686,0.00508,0.0708,80.93524138
4418.25,0.86689,0.0139,0,0,0.03515,0.0491,0.01872,0.00736,0.00889,0.07511,76.84482759
4418.75,0.85529,0.01092,0,0,0.04134,0.05048,0.01872,0.00857,0.01469,0.07876,73.14924138
4419.25,0.84511,0.00813,0,0,0.04054,0.05508,0.01872,0.01586,0.01656,0.07474,71.58110345
4419.75,0.84692,0.00671,0,0,0.04208,0.05902,0.01872,0.02071,0.00585,0.07488,71.98910345
4420.25,0.85274,0.00719,0,0,0.04029,0.06016,0.01872,0.02091,0,0.0734,72.57696552
4420.75,0.85911,0.00892,0,0,0.03177,0.06282,0.01872,0.01867,0,0.06574,70.11310345
4421.25,0.85647,0.00776,0,0,0.03017,0.07165,0.01872,0.01525,0,0.06264,65.894
4421.75,0.85184,0.00417,0,0,0.03801,0.07988,0.01872,0.00739,0,0.06746,63.13510345
4422.25,0.83148,0.00109,0,0,0.04798,0.09326,0.01872,0.00747,0,0.07525,62.96386207
4422.75,0.80861,0.00688,0,0,0.03866,0.11243,0.01872,0.00698,0.00774,0.07122,64.51275862
4423.25,0.75605,0.0144,0,0,0.03851,0.12502,0.01872,0.00785,0.03946,0.07946,65.34944828
4423.75,0.6853,0.01863,0,0,0.0443,0.13747,0.01872,0.00907,0.08651,0.09071,63.19455172
4424.25,0.598,0.02141,0,0,0.04445,0.15669,0.01872,0.01689,0.14384,0.09399,56.194
4424.75,0.50348,0.02192,0,0,0.04602,0.18019,0.01872,0.02797,0.20172,0.09632,50.6217931
4425.25,0.43203,0.02178,0,0,0.04759,0.20142,0.01872,0.03625,0.24222,0.09794,47.33213793
4425.75,0.4074,0.02324,0,0,0.04881,0.21337,0.01872,0.03941,0.24905,0.10095,44.26434483
4426.25,0.43087,0.02601,0,0,0.05098,0.21196,0.01872,0.03872,0.22275,0.10648,45.13468966
4426.75,0.48795,0.02733,0,0,0.05491,0.19811,0.01872,0.03429,0.17869,0.11238,47.8742069
4427.25,0.55632,0.02508,0,0,0.06084,0.17682,0.01872,0.02541,0.13681,0.11655,53.73524138
4427.75,0.61294,0.02154,0,0,0.05981,0.16065,0.01872,0.02163,0.10472,0.11142,54.56875862
4428.25,0.65959,0.01769,0,0,0.05646,0.15119,0.01872,0.02017,0.07618,0.10335,55.76262069
4428.75,0.70743,0.00957,0,0,0.07005,0.13745,0.01872,0.0165,0.04028,0.10958,62.37606897
4429.25,0.77555,0.00988,0,0,0.04862,0.12599,0.01872,0.0088,0.01245,0.08579,72.81517241
4429.75,0.82212,0.0057,0,0,0.04225,0.10393,0.01872,0.00729,0,0.07394,75.39241379
4430.25,0.84428,0.0075,0,0,0.02277,0.10169,0.01872,0.00505,0,0.05402,73.83365517
4430.75,0.83637,0.00375,0,0,0.03356,0.10038,0.01872,0.00597,0.00125,0.06199,71.25110345
4431.25,0.8202,0.00771,0,0,0.03138,0.09761,0.01872,0.00616,0.01823,0.06395,68.90558621
4431.75,0.8029,0.01123,0,0,0.03417,0.09643,0.01872,0.00692,0.02964,0.07103,69.04131034
4432.25,0.78969,0.01469,0,0,0.03489,0.10006,0.01872,0.00742,0.03454,0.0757,70.03641379
4432.75,0.78253,0.01643,0,0,0.03693,0.10349,0.01872,0.00789,0.03402,0.07995,69.6937931
4433.25,0.78205,0.01778,0,0,0.03694,0.10355,0.01872,0.00805,0.03291,0.08148,69.08131034
4433.75,0.7859,0.0181,0,0,0.03676,0.1103,0.01872,0.00806,0.02216,0.08163,71.74841379
4434.25,0.77689,0.01861,0,0,0.03389,0.11518,0.01872,0.00776,0.02896,0.07896,76.05537931
4434.75,0.75384,0.01851,0,0,0.0329,0.11321,0.01872,0.00762,0.0552,0.07774,75.01848276
4435.25,0.70416,0.01786,0,0,0.0337,0.1148,0.01872,0.00765,0.10313,0.07791,63.96151724
4435.75,0.66089,0.0165,0,0,0.03914,0.12435,0.01872,0.00817,0.13224,0.08251,55.08489655
4436.25,0.6556,0.01517,0,0,0.0416,0.13518,0.01872,0.00833,0.12541,0.0838,56.44186207
4436.75,0.66623,0.01507,0,0,0.04071,0.13386,0.01872,0.0082,0.11721,0.08269,60.44137931
4437.25,0.6785,0.01791,0,0,0.03934,0.12942,0.01872,0.00836,0.10776,0.08432,65.49551724
4437.75,0.69381,0.02155,0,0,0.03747,0.12294,0.01872,0.00856,0.09695,0.08629,65.37758621
4438.25,0.71474,0.023,0,0,0.03559,0.11674,0.01872,0.00849,0.08271,0.08579,65.20634483
4438.75,0.74827,0.02093,0,0,0.0315,0.12244,0.01872,0.00773,0.05041,0.07887,67.41662069
4439.25,0.78931,0.01681,0,0,0.02934,0.11056,0.01872,0.00697,0.02829,0.07184,70.32468966
4439.75,0.81921,0.01433,0,0,0.02785,0.11196,0.01872,0.00649,0.00144,0.06738,73.1057931
4440.25,0.8293,0.01612,0,0,0.02575,0.10367,0.01872,0.00644,0,0.06701,77.5837931
4440.75,0.81665,0.02117,0,0,0.02148,0.1053,0.01872,0.0065,0.0102,0.06784,78.81193103
4441.25,0.78368,0.02468,0,0,0.02214,0.11427,0.01872,0.00699,0.02951,0.07253,77.35875862
4441.75,0.74281,0.0275,0,0,0.02367,0.11117,0.01872,0.00752,0.06861,0.07739,73.24710345
4442.25,0.71277,0.02663,0,0,0.02275,0.12087,0.01872,0.0073,0.09096,0.07539,70.62551724
4442.75,0.695,0.02441,0,0,0.02449,0.13049,0.01872,0.00726,0.09964,0.07486,69.07282759
4443.25,0.68501,0.02334,0,0,0.02808,0.13584,0.01872,0.00758,0.10143,0.07772,69.63075862
4443.75,0.67054,0.02394,0,0,0.03239,0.1385,0.01872,0.0082,0.10771,0.08324,69.25337931
4444.25,0.64403,0.02448,0,0,0.03719,0.1433,0.01872,0.00887,0.12341,0.08925,65.48475862
4444.75,0.61311,0.02471,0,0,0.04258,0.15307,0.01872,0.00957,0.13823,0.09558,60.21510345
4445.25,0.5925,0.02641,0,0,0.04648,0.16477,0.01872,0.01026,0.14086,0.10186,57.33303448
4445.75,0.58869,0.02946,0,0,0.04837,0.1726,0.01872,0.01086,0.13129,0.1074,56.28475862
4446.25,0.59662,0.03283,0,0,0.04777,0.17034,0.01872,0.01118,0.12255,0.11049,57.19303448
4446.75,0.60378,0.03406,0,0,0.04773,0.16849,0.01872,0.01132,0.11591,0.11182,58.37255172
4447.25,0.60313,0.03604,0,0,0.04799,0.16772,0.01872,0.01159,0.11481,0.11433,60.65344828
4447.75,0.59278,0.03656,0,0,0.05441,0.16651,0.01872,0.01246,0.11856,0.12214,62.29351724
4448.25,0.57149,0.03919,0,0,0.05472,0.17063,0.01872,0.01281,0.13245,0.12542,61.23937931
4448.75,0.54219,0.0386,0,0,0.0574,0.18118,0.01872,0.01308,0.14884,0.12778,59.60565517
4449.25,0.52076,0.03738,0,0,0.05645,0.18855,0.01872,0.01281,0.16535,0.12534,56.6117931
4449.75,0.50399,0.03418,0,0,0.05841,0.19756,0.01872,0.01268,0.17446,0.12398,53.75724138
4450.25,0.5026,0.03166,0,0,0.05872,0.20474,0.01872,0.01243,0.17114,0.12151,53.06606897
4450.75,0.50653,0.03167,0,0,0.0611,0.20485,0.01872,0.01274,0.16439,0.1242,53.3882069
4451.25,0.51315,0.03436,0,0,0.06052,0.1995,0.01872,0.01556,0.15819,0.12656,53.42524138
4451.75,0.51696,0.03632,0,0,0.06053,0.19424,0.01872,0.01527,0.15796,0.12876,52.6917931
4452.25,0.5268,0.03624,0,0,0.05895,0.19193,0.01872,0.0156,0.15176,0.12689,50.93696552
4452.75,0.55568,0.03574,0,0,0.05799,0.18715,0.01872,0.01281,0.13189,0.12526,53.01406897
4453.25,0.5965,0.03896,0,0,0.05346,0.17319,0.01872,0.01262,0.10655,0.12375,60.04703448
4453.75,0.63701,0.0437,0,0,0.04962,0.15755,0.01872,0.0127,0.0807,0.12473,66.06572414
4454.25,0.65187,0.04546,0,0,0.04847,0.14873,0.01872,0.01276,0.074,0.12539,65.88627586
4454.75,0.63865,0.04115,0,0,0.05146,0.13812,0.01872,0.01263,0.09928,0.12394,58.19062069
4455.25,0.62083,0.0329,0,0,0.05641,0.14219,0.01872,0.01228,0.11668,0.12029,50.12158621
4455.75,0.62861,0.02803,0,0,0.05318,0.15144,0.01872,0.01731,0.10272,0.11122,51.63337931
4456.25,0.67413,0.02763,0,0,0.05371,0.15236,0.01872,0.01576,0.05769,0.11136,60.56358621
4456.75,0.73295,0.03169,0,0,0.05145,0.14386,0.01872,0.01151,0.00981,0.11337,70.52744828
4457.25,0.76959,0.04196,0,0,0.03078,0.12884,0.01872,0.01012,0,0.10156,79.50193103
4457.75,0.77524,0.04691,0,0,0.02816,0.12061,0.01872,0.01037,0,0.10415,81.18434483
4458.25,0.74312,0.04747,0,0,0.04002,0.13829,0.01872,0.01193,0.00044,0.11813,78.19710345
4458.75,0.65101,0.05165,0,0,0.04383,0.15804,0.01872,0.0129,0.06385,0.12709,65.91944828
4459.25,0.52053,0.05275,0,0,0.05223,0.19249,0.01872,0.01409,0.1492,0.13778,56.33406897
4459.75,0.40056,0.05223,0,0,0.06519,0.23265,0.01872,0.01566,0.21499,0.15179,49.43448276
4460.25,0.33433,0.05431,0,0,0.07603,0.25926,0.01872,0.01727,0.24008,0.16632,44.44586207
4460.75,0.32947,0.05762,0,0,0.08168,0.26541,0.01799,0.01914,0.22871,0.1756,44.48944828
4461.25,0.35654,0.05983,0,0,0.07901,0.2625,0.01872,0.0183,0.20509,0.17585,46.3277931
4461.75,0.38543,0.05875,0,0,0.07104,0.25823,0.0183,0.01714,0.19111,0.16522,50.73048276
4462.25,0.40291,0.05692,0,0,0.06453,0.2581,0.01649,0.01598,0.18507,0.15391,51.01075862
4462.75,0.41351,0.05526,0,0,0.06266,0.26193,0.01833,0.01567,0.17264,0.1519,48.80696552
4463.25,0.43643,0.05485,0,0,0.06,0.26024,0.01872,0.01532,0.15445,0.14888,47.56889655
4463.75,0.46769,0.05247,0,0,0.06779,0.25861,0.01872,0.01602,0.11871,0.15499,50.3022069
4464.25,0.49671,0.05216,0,0,0.06513,0.24389,0.01872,0.01565,0.10775,0.15164,57.53075862
4464.75,0.49038,0.05089,0,0,0.06463,0.23538,0.01872,0.01543,0.12457,0.14966,61.99834483
4465.25,0.44711,0.05093,0,0,0.06054,0.23326,0.01872,0.01492,0.17452,0.1451,59.46124138
4465.75,0.3641,0.05076,0,0,0.06493,0.24943,0.01872,0.01546,0.23661,0.14985,50.28827586
4466.25,0.27733,0.05246,0,0,0.0733,0.27725,0.01872,0.01671,0.28423,0.16118,40.79531034
4466.75,0.23707,0.05549,0,0,0.08046,0.3005,0.01432,0.01813,0.29402,0.16794,36.28475862
4467.25,0.26633,0.05668,0,0,0.07969,0.30325,0.01872,0.01801,0.25732,0.17309,37.68903448
4467.75,0.33349,0.05434,0,0,0.07496,0.28301,0.01872,0.01714,0.21835,0.16514,43.61282759
4468.25,0.38958,0.05416,0,0,0.06424,0.25917,0.01872,0.01577,0.19837,0.15287,49.33427586
4468.75,0.41616,0.05451,0,0,0.06027,0.24483,0.01872,0.01531,0.1902,0.1488,49.58855172
4469.25,0.4431,0.0547,0,0,0.05756,0.23512,0.01872,0.01499,0.17581,0.14596,47.72193103
4469.75,0.48774,0.04623,0,0,0.06981,0.22604,0.01872,0.01554,0.13593,0.15028,49.80089655
4470.25,0.54374,0.03852,0,0,0.07059,0.21093,0.01872,0.01473,0.10278,0.14255,55.17986207
4470.75,0.58484,0.03539,0,0,0.06574,0.19518,0.01872,0.01375,0.08639,0.13359,58.61365517
4471.25,0.6004,0.03658,0,0,0.06345,0.18408,0.01872,0.0136,0.08318,0.13233,59.66634483
4471.75,0.6032,0.04279,0,0,0.05703,0.1677,0.01872,0.01352,0.09704,0.13205,60.80344828
4472.25,0.60755,0.04634,0,0,0.05868,0.15621,0.01872,0.01415,0.09835,0.13788,61.76034483
4472.75,0.61597,0.04676,0,0,0.05828,0.1519,0.01872,0.01415,0.09422,0.1379,62.51158621
4473.25,0.62789,0.04372,0,0,0.05752,0.14968,0.01872,0.01369,0.08878,0.13364,63.44593103
4473.75,0.64458,0.03933,0,0,0.05612,0.15,0.01872,0.013,0.07826,0.12715,63.9537931
4474.25,0.66006,0.03718,0,0,0.05448,0.16446,0.01872,0.01254,0.05256,0.12291,64.14082759
4474.75,0.66938,0.04001,0,0,0.05394,0.16367,0.01872,0.01281,0.04147,0.12547,64.68627586
4475.25,0.65893,0.04421,0,0,0.05281,0.17335,0.01872,0.01316,0.03884,0.12888,66.44958621
4475.75,0.63067,0.04883,0,0,0.05239,0.17399,0.01872,0.01365,0.06175,0.13358,70.62910345
4476.25,0.57569,0.05184,0,0,0.05466,0.18055,0.01872,0.01429,0.10426,0.13949,71.63572414
4476.75,0.48274,0.05678,0,0,0.06206,0.20389,0.01872,0.0158,0.16,0.15335,61.1442069
4477.25,0.36347,0.06446,0,0,0.07928,0.25497,0.0025,0.01776,0.21756,0.16399,45.9642069
4477.75,0.2558,0.07437,0,0,0.08998,0.31634,0,0.02216,0.24135,0.18444,37.44531034
4478.25,0.22063,0.08108,0,0,0.09677,0.34696,0,0.02446,0.2301,0.19959,35.88606897
4478.75,0.2567,0.08039,0,0,0.09825,0.32818,0,0.02186,0.21462,0.20049,39.53331034
4479.25,0.31406,0.07618,0,0,0.09103,0.29418,0.00065,0.0205,0.20341,0.18834,44.09889655
4479.75,0.34528,0.07209,0,0,0.08475,0.27507,0.00765,0.0197,0.19546,0.18417,46.31337931
4480.25,0.34447,0.0736,0,0,0.086,0.27552,0.00043,0.01955,0.20043,0.17957,46.24227586
4480.75,0.32124,0.07885,0,0,0.08814,0.28306,0,0.0204,0.20831,0.18739,44.07524138
4481.25,0.29382,0.0827,0,0,0.09325,0.29562,0,0.0215,0.21312,0.19743,40.97868966
4481.75,0.28543,0.08019,0,0,0.09329,0.31289,0,0.02121,0.20698,0.19468,38.67427586
4482.25,0.30553,0.07395,0,0,0.08758,0.32292,0,0.01976,0.19027,0.18127,39.49806897
4482.75,0.33673,0.06754,0,0,0.08428,0.31224,0.01872,0.01987,0.16062,0.1904,43.88510345
4483.25,0.37007,0.06664,0,0,0.08477,0.29527,0.01872,0.01983,0.1447,0.18995,49.89855172
4483.75,0.36871,0.07613,0,0,0.08786,0.28457,0.01259,0.02091,0.14922,0.19749,53.4262069
4484.25,0.33217,0.08898,0,0,0.09424,0.28411,0,0.02237,0.17813,0.20558,51.28662069
4484.75,0.27145,0.09817,0,0,0.10035,0.29921,0,0.02422,0.20661,0.22272,46.42344828
4485.25,0.21265,0.09975,0,0,0.10849,0.32472,0,0.02543,0.22895,0.23367,41.96772414
4485.75,0.16214,0.09283,0,0,0.12077,0.35062,0,0.02616,0.24748,0.23975,36.26862069
4486.25,0.11133,0.0863,0,0,0.11492,0.3758,0,0.03877,0.27288,0.22586,30.38606897
4486.75,0.06242,0.07989,0,0,0.11047,0.40235,0,0.04951,0.29536,0.21369,26.04648276
4487.25,0.03901,0.07882,0,0,0.10897,0.42193,0,0.04791,0.30337,0.2108,25.92503448
4487.75,0.05927,0.0811,0,0,0.11426,0.40458,0,0.03429,0.30649,0.21932,33.38027586
4488.25,0.12135,0.08477,0,0,0.112,0.35023,0,0.02411,0.30755,0.22086,35.94096552
4488.75,0.19779,0.08592,0,0,0.10035,0.29164,0,0.02277,0.30153,0.20903,39.01765517
4489.25,0.2508,0.07516,0,0,0.091,0.2435,0.01872,0.02161,0.29921,0.20648,38.42282759
4489.75,0.27604,0.05927,0,0,0.09038,0.19273,0.01872,0.0277,0.33516,0.18802,39.776
4490.25,0.27698,0.04425,0,0,0.07323,0.13702,0.01872,0.05492,0.39489,0.15191,37.99786207
4490.75,0.26102,0.02788,0,0,0.05605,0.08735,0.01872,0.0804,0.46858,0.11428,33.02524138
