depth [ft],Calcite ,Chlorite,Dolomite,Hematite,Illite,K-Feldspar,Kaolinite,Porosity,Quartz,Clay,Bulk
5311.25,0.01092,0.00046,0,0,0.02904,0.04035,0.00017,0.14761,0.77145,0.03337,23.4182069
5311.75,0.01475,0,0,0,0.02237,0.04132,0.00631,0.14842,0.76682,0.03192,22.55634483
5312.25,0.0133,0.00063,0,0,0.02113,0.03927,0,0.14418,0.78148,0.02448,22.78675862
5312.75,0.00832,0.00426,0,0,0.02331,0.03582,0,0.13339,0.79491,0.03098,23.80517241
5313.25,0.0047,0.00962,0,0,0.03121,0.03217,0,0.11896,0.80334,0.04587,25.96055172
5313.75,0.0035,0.01443,0,0,0.04039,0.029,0,0.10551,0.80716,0.06156,28.3482069
5314.25,0.00093,0.01387,0,0,0.0467,0.02635,0,0.1008,0.81136,0.06804,28.14151724
5314.75,0.00042,0.00965,0,0,0.04633,0.02277,0,0.10495,0.81589,0.06291,26.67724138
5315.25,0,0.00567,0,0,0.03995,0.0205,0,0.10788,0.826,0.05129,25.94586207
5315.75,0.00001,0.00452,0,0,0.03328,0.01978,0,0.10414,0.83826,0.0425,26.41455172
5316.25,0,0.00539,0,0,0.02984,0.01829,0,0.10085,0.84563,0.0396,28.32475862
5316.75,0.00007,0.00615,0,0,0.02861,0.01638,0,0.10288,0.84591,0.03907,29.242
5317.25,0.00073,0.00582,0,0,0.02714,0.01505,0,0.10484,0.84642,0.03704,28.72206897
5317.75,0.00027,0.00447,0,0,0.02355,0.0144,0,0.10647,0.85084,0.03149,27.95572414
5318.25,0,0.00257,0,0,0.02031,0.01376,0.00126,0.10702,0.85508,0.02707,28.32765517
5318.75,0,0.00189,0,0,0.01559,0.01432,0,0.1105,0.8577,0.01966,29.32993103
5319.25,0,0.00059,0,0,0.01994,0.01293,0,0.11179,0.85474,0.0231,30.40558621
5319.75,0,0.00347,0,0,0.01545,0.01295,0,0.11836,0.84977,0.02126,29.36537931
5320.25,0.00136,0.00434,0,0,0.01966,0.01097,0,0.13314,0.83053,0.02697,26.14172414
5320.75,0.0013,0.00441,0,0,0.02425,0.00895,0,0.14905,0.81204,0.03221,23.33744828
5321.25,0.00012,0.0055,0,0,0.02647,0.00821,0,0.15704,0.80267,0.03592,22.21868966
5321.75,0,0.00693,0,0,0.02939,0.00672,0,0.15162,0.80533,0.04081,22.94703448
5322.25,0,0.00823,0,0,0.02921,0.00582,0,0.14456,0.81218,0.04206,24.35731034
5322.75,0,0.00802,0,0,0.02631,0.00629,0,0.14222,0.81715,0.03856,25.19586207
5323.25,0,0.00687,0,0,0.02464,0.007,0,0.14202,0.81946,0.0354,25.70862069
5323.75,0,0.0064,0,0,0.02436,0.00768,0,0.13867,0.82288,0.03456,26.44068966
5324.25,0.00402,0.00597,0,0,0.02327,0.00857,0,0.1304,0.82777,0.03285,26.50696552
5324.75,0.00794,0.0052,0,0,0.01773,0.01071,0,0.12584,0.83258,0.02576,25.9117931
5325.25,0.0075,0.0039,0,0,0.01151,0.01332,0,0.1265,0.83726,0.01731,24.84489655
5325.75,0.00581,0.00327,0,0,0.00747,0.01537,0,0.1337,0.83438,0.01206,23.24117241
5326.25,0.00771,0.00302,0,0,0.00668,0.01589,0,0.13978,0.82693,0.01089,22.03937931
5326.75,0.01051,0.00269,0,0,0.00707,0.01663,0,0.14115,0.82194,0.01096,21.85144828
5327.25,0.01084,0.00163,0,0,0.00894,0.01709,0,0.13686,0.82464,0.01188,22.69151724
5327.75,0.00838,0.00088,0,0,0.0083,0.01842,0.01399,0.12799,0.82204,0.02527,23.22710345
5328.25,0.00546,0.00107,0,0,0.01255,0.01834,0.01265,0.12375,0.82617,0.02883,24.08027586
5328.75,0.00406,0.00259,0,0,0.02208,0.01579,0.0059,0.11924,0.83035,0.03403,24.07510345
5329.25,0.00402,0.00463,0,0,0.03242,0.01213,0.00003,0.11627,0.8305,0.04168,24.27234483
5329.75,0.00538,0.00562,0,0,0.03711,0.00936,0.00867,0.11077,0.82309,0.05729,24.222
5330.25,0.00618,0.00586,0,0,0.03431,0.00891,0.00208,0.11064,0.83202,0.04737,24.27503448
5330.75,0.00383,0.0058,0,0,0.02642,0.00971,0,0.10956,0.84469,0.03621,25.51503448
5331.25,0.00074,0.00512,0,0,0.01967,0.0109,0,0.11113,0.85244,0.02785,26.24986207
5331.75,0,0.00483,0,0,0.01595,0.01161,0,0.11437,0.85324,0.02335,26.30703448
5332.25,0,0.0036,0,0,0.01292,0.01221,0,0.12534,0.84593,0.01856,25.30448276
5332.75,0,0.00335,0,0,0.00792,0.01379,0,0.13711,0.83783,0.01266,24.09737931
5333.25,0,0.00177,0,0,0.00677,0.01327,0,0.14202,0.83617,0.00959,23.75365517
5333.75,0,0.0016,0,0,0.00869,0.01218,0,0.13692,0.84061,0.01156,23.68455172
5334.25,0.00166,0.00245,0,0,0.01232,0.01011,0,0.1289,0.84457,0.0166,24.49655172
5334.75,0.00855,0.00408,0,0,0.01552,0.0082,0,0.12176,0.8419,0.02201,25.01027586
5335.25,0.01629,0.00589,0,0,0.01655,0.00755,0,0.11633,0.83738,0.0252,26.81531034
5335.75,0.02087,0.00668,0,0,0.01654,0.00709,0,0.11255,0.83627,0.02607,27.30737931
5336.25,0.02009,0.00679,0,0,0.01586,0.00722,0,0.11414,0.8359,0.02543,26.56910345
5336.75,0.01599,0.00647,0,0,0.01703,0.00681,0,0.1173,0.8364,0.02639,25.56124138
5337.25,0.01211,0.00644,0,0,0.01836,0.00634,0,0.11924,0.83751,0.02785,24.9477931
5337.75,0.0093,0.00632,0,0,0.02133,0.00526,0,0.11713,0.84067,0.03105,24.65896552
5338.25,0.00695,0.00642,0,0,0.02284,0.00478,0,0.11375,0.84526,0.03287,24.35655172
5338.75,0.00545,0.00623,0,0,0.02369,0.0041,0,0.11103,0.8495,0.03361,24.86213793
5339.25,0.00402,0.00601,0,0,0.02249,0.00513,0,0.11454,0.84781,0.03202,24.22641379
5339.75,0.00261,0.00567,0,0,0.02151,0.00562,0,0.12043,0.84416,0.03054,23.54193103
5340.25,0.00069,0.00495,0,0,0.0203,0.00637,0,0.12237,0.84533,0.02837,24.15731034
5340.75,0.00004,0.00429,0,0,0.01902,0.00713,0,0.11443,0.85509,0.02619,25.95082759
5341.25,0,0.00276,0,0,0.02045,0.00697,0,0.09863,0.8712,0.02609,28.76344828
5341.75,0,0.0019,0,0,0.02032,0.00843,0.00149,0.08613,0.88172,0.02658,29.43268966
5342.25,0.00005,0.00204,0,0,0.02049,0.00948,0,0.08118,0.88677,0.02533,29.01475862
5342.75,0,0.00312,0,0,0.01922,0.01068,0,0.08214,0.88484,0.02511,28.63006897
5343.25,0,0.00389,0,0,0.01961,0.00944,0,0.08328,0.88377,0.02641,28.76441379
5343.75,0,0.00448,0,0,0.01843,0.00814,0,0.08835,0.8806,0.02574,27.36344828
5344.25,0,0.0049,0,0,0.01702,0.00824,0,0.09887,0.87096,0.02463,25.82310345
5344.75,0.00214,0.00478,0,0,0.01472,0.0093,0,0.11699,0.85207,0.0219,24.00551724
5345.25,0.00373,0.00386,0,0,0.01484,0.00955,0,0.13516,0.83286,0.02101,22.33924138
5345.75,0.0076,0.00376,0,0,0.01314,0.00984,0,0.15365,0.81202,0.01898,21.01262069
5346.25,0.01616,0.00398,0,0,0.01149,0.00962,0,0.16686,0.79189,0.01738,20.2237931
5346.75,0.02619,0.00426,0,0,0.00999,0.00939,0,0.17585,0.77432,0.016,19.89565517
5347.25,0.03312,0.00407,0,0,0.01001,0.00977,0,0.17554,0.7675,0.01581,20.18751724
5347.75,0.03377,0.00352,0,0,0.01372,0.00904,0,0.17009,0.76986,0.01937,20.97406897
5348.25,0.02787,0.00393,0,0,0.0173,0.00808,0,0.16235,0.78047,0.02386,22.05910345
5348.75,0.01803,0.00475,0,0,0.01949,0.00743,0,0.15528,0.79502,0.02723,22.74544828
5349.25,0.00868,0.00533,0,0,0.01949,0.00771,0,0.14789,0.8109,0.02788,23.6557931
5349.75,0.00344,0.00495,0,0,0.01871,0.00809,0,0.13986,0.82495,0.02658,24.152
5350.25,0.0035,0.00429,0,0,0.01797,0.00826,0,0.13226,0.83372,0.02501,25.27462069
5350.75,0.00621,0.00439,0,0,0.01804,0.00838,0,0.12253,0.84046,0.0252,26.248
5351.25,0.00839,0.0055,0,0,0.01864,0.00863,0,0.1115,0.84733,0.02712,27.53537931
5351.75,0.00678,0.00635,0,0,0.01947,0.00865,0,0.10014,0.8586,0.029,28.18565517
5352.25,0.00293,0.00615,0,0,0.01766,0.00975,0,0.09533,0.86819,0.02674,28.776
5352.75,0.00019,0.00478,0,0,0.01797,0.01066,0,0.09208,0.87431,0.02556,28.58248276
5353.25,0,0.00387,0,0,0.02321,0.0097,0,0.09128,0.87194,0.03043,27.65896552
5353.75,0,0.00485,0,0,0.03255,0.00755,0.00029,0.09074,0.86402,0.04234,26.5917931
5354.25,0,0.00812,0,0,0.03862,0.00679,0,0.0951,0.85137,0.05252,26.158
5354.75,0,0.01102,0,0,0.04074,0.00622,0,0.09929,0.84273,0.05814,25.56572414
5355.25,0,0.01176,0,0,0.03897,0.00641,0,0.10556,0.8373,0.05699,25.13234483
5355.75,0,0.01045,0,0,0.03646,0.0065,0,0.10946,0.83713,0.05269,25.21475862
5356.25,0,0.00936,0,0,0.03123,0.00771,0,0.112,0.83971,0.04558,25.92737931
5356.75,0,0.00903,0,0,0.02679,0.00859,0,0.10982,0.84578,0.04022,26.63441379
5357.25,0,0.009,0,0,0.02458,0.00868,0,0.10551,0.85223,0.03771,26.75717241
5357.75,0,0.00851,0,0,0.02448,0.00774,0,0.10048,0.85879,0.03705,26.75489655
5358.25,0,0.00712,0,0,0.02313,0.00724,0,0.09633,0.86618,0.03398,26.87910345
5358.75,0,0.00494,0,0,0.0172,0.00905,0,0.09696,0.87185,0.02488,27.04613793
5359.25,0,0.00241,0,0,0.00904,0.01164,0,0.10193,0.87498,0.01286,26.6
5359.75,0,0.00038,0,0,0.00357,0.01336,0,0.10645,0.87625,0.00444,26.77448276
5360.25,0.00073,0,0,0,0.00028,0.01411,0,0.10756,0.87731,0.00032,27.5422069
5360.75,0.00193,0,0,0,0.00101,0.0138,0.00038,0.1038,0.87907,0.00154,28.65289655
5361.25,0.00451,0.00023,0,0,0.00143,0.0143,0.00352,0.10151,0.87451,0.00562,28.59062069
5361.75,0.00785,0.00083,0,0,0.00331,0.0138,0.00297,0.10056,0.87068,0.00783,27.9357931
5362.25,0.00686,0.00228,0,0,0,0.01864,0,0.09751,0.87472,0.00255,27.50096552
5362.75,0.01034,0.00144,0,0,0.00594,0.01202,0.00481,0.09796,0.86749,0.01343,27.50772414
5363.25,0.0099,0.00153,0,0,0.0067,0.01137,0.00396,0.09634,0.8702,0.01348,27.69275862
5363.75,0.01059,0.00213,0,0,0.01133,0.00988,0.00516,0.09374,0.86717,0.02064,27.79834483
5364.25,0.01219,0.00386,0,0,0.01957,0.0077,0.0046,0.09072,0.86136,0.03124,28.35151724
5364.75,0.01324,0.00621,0,0,0.0257,0.00699,0,0.09009,0.85777,0.03585,29.01137931
5365.25,0.01241,0.00762,0,0,0.02554,0.008,0,0.09173,0.85469,0.03725,29.20586207
5365.75,0.00955,0.00689,0,0,0.02412,0.00886,0,0.09284,0.85773,0.03484,28.35558621
5366.25,0.0053,0.00561,0,0,0.02266,0.00931,0,0.09317,0.86396,0.03176,26.48731034
5366.75,0.00197,0.00495,0,0,0.02328,0.00891,0,0.09315,0.86774,0.03173,25.34275862
5367.25,0.00088,0.00544,0,0,0.02349,0.00904,0,0.09682,0.86433,0.03251,25.35668966
5367.75,0.00121,0.00633,0,0,0.02413,0.00929,0,0.10029,0.85876,0.03422,25.27344828
5368.25,0.00166,0.00736,0,0,0.0247,0.00931,0,0.10259,0.85436,0.03601,25.09889655
5368.75,0.00332,0.0077,0,0,0.02567,0.0088,0,0.10153,0.85298,0.03748,25.97468966
5369.25,0.00701,0.00653,0,0,0.02472,0.00843,0,0.10238,0.85093,0.0351,26.27406897
5369.75,0.01098,0.00396,0,0,0.0218,0.00836,0,0.10771,0.84718,0.02896,25.08103448
5370.25,0.01237,0.00173,0,0,0.01752,0.0093,0,0.11621,0.84288,0.02164,24.0857931
5370.75,0.01134,0.00108,0,0,0.01614,0.00943,0.00238,0.1224,0.83723,0.0219,23.8577931
5371.25,0.00971,0.00089,0,0,0.0178,0.00877,0.0125,0.12241,0.82792,0.03438,24.24772414
5371.75,0.00872,0.00303,0,0,0.02313,0.00757,0.00847,0.11872,0.83036,0.03845,25.03772414
5372.25,0.00816,0.00564,0,0,0.02812,0.00666,0,0.11355,0.83786,0.03794,25.2817931
5372.75,0.00639,0.00815,0,0,0.02773,0.0069,0,0.10869,0.84214,0.0403,25.03875862
5373.25,0.00157,0.00788,0,0,0.02607,0.00691,0,0.10604,0.85153,0.03813,25.95413793
5373.75,0,0.0071,0,0,0.02355,0.00699,0,0.10384,0.85852,0.03443,27.10786207
5374.25,0,0.00598,0,0,0.02204,0.00725,0,0.10116,0.86356,0.03148,27.54186207
5374.75,0,0.00459,0,0,0.02071,0.00822,0,0.10313,0.86334,0.02843,26.53055172
5375.25,0,0.00394,0,0,0.02125,0.00871,0,0.10521,0.86089,0.02831,25.13758621
5375.75,0,0.0048,0,0,0.02297,0.00889,0,0.10745,0.85589,0.03121,24.6177931
5376.25,0,0.00692,0,0,0.02757,0.00748,0,0.10739,0.85064,0.03875,24.32131034
5376.75,0,0.00931,0,0,0.03323,0.00614,0,0.10722,0.84411,0.04778,24.60703448
5377.25,0,0.01187,0,0,0.03655,0.00532,0,0.10903,0.83724,0.05438,25.13648276
5377.75,0.00247,0.0131,0,0,0.03838,0.00403,0,0.10857,0.83346,0.05781,25.18151724
5378.25,0.00076,0.01294,0,0,0.03794,0.00387,0,0.1087,0.83579,0.05713,24.79124138
5378.75,0,0.01021,0,0,0.03975,0.00325,0,0.11045,0.83634,0.05612,23.98917241
5379.25,0,0.00725,0,0,0.04304,0.00286,0,0.11257,0.83428,0.05652,23.03924138
5379.75,0,0.00679,0,0,0.04378,0.00283,0.00751,0.11272,0.82637,0.06487,23.30841379
5380.25,0,0.00842,0,0,0.04579,0.00213,0.00004,0.11155,0.83206,0.06097,24.12303448
5380.75,0,0.01106,0,0,0.04263,0.00321,0,0.11068,0.83242,0.06032,24.76475862
5381.25,0.00099,0.01136,0,0,0.04071,0.00426,0,0.1095,0.83318,0.05848,25.18117241
5381.75,0.0063,0.00989,0,0,0.03779,0.00508,0,0.11058,0.83037,0.05356,25.83496552
5382.25,0.01273,0.00839,0,0,0.03329,0.00578,0,0.11069,0.82913,0.04683,25.49496552
5382.75,0.01604,0.00753,0,0,0.02722,0.00697,0,0.1119,0.83034,0.03903,24.73875862
5383.25,0.01412,0.00661,0,0,0.023,0.00818,0,0.11016,0.83792,0.03327,25.13
5383.75,0.01052,0.00552,0,0,0.02185,0.00881,0,0.10748,0.84582,0.03074,25.83882759
5384.25,0.0095,0.00602,0,0,0.01995,0.00919,0,0.10892,0.84642,0.02917,25.92117241
5384.75,0.0119,0.00704,0,0,0.01933,0.00905,0,0.11743,0.83526,0.0296,24.56372414
5385.25,0.01522,0.00714,0,0,0.0188,0.00933,0,0.132,0.81751,0.02913,22.55717241
5385.75,0.01716,0.00509,0,0,0.02043,0.00848,0,0.14465,0.80419,0.02867,20.97572414
5386.25,0.01656,0.00306,0,0,0.02071,0.00807,0,0.15353,0.79808,0.02672,20.76262069
5386.75,0.01391,0.00238,0,0,0.02275,0.00734,0.00108,0.15727,0.79527,0.0294,20.69855172
5387.25,0.01136,0.00367,0,0,0.02756,0.00626,0,0.15876,0.79239,0.03511,20.1477931
5387.75,0.00964,0.00545,0,0,0.03425,0.00499,0.0049,0.14864,0.79213,0.04986,20.07117241
5388.25,0.00831,0.00686,0,0,0.03861,0.0054,0.00938,0.13127,0.80017,0.06111,22.13110345
5388.75,0.00579,0.00725,0,0,0.04142,0.00616,0.01221,0.11071,0.81647,0.06773,24.18096552
5389.25,0.00156,0.00793,0,0,0.04219,0.00665,0.00799,0.10032,0.83336,0.06487,24.4242069
5389.75,0,0.00915,0,0,0.04141,0.00645,0,0.09792,0.84508,0.05681,24.6157931
5390.25,0,0.00995,0,0,0.04026,0.00638,0,0.09865,0.84476,0.05641,24.27386207
5390.75,0.00208,0.00994,0,0,0.03971,0.00635,0,0.10128,0.84064,0.05578,24.79103448
5391.25,0.00585,0.00977,0,0,0.04039,0.00526,0,0.10477,0.83397,0.05635,23.81331034
5391.75,0.00818,0.01076,0,0,0.04277,0.00345,0,0.10923,0.82562,0.06014,22.41903448
5392.25,0.01093,0.01276,0,0,0.04358,0.00167,0,0.11537,0.81568,0.06328,22.24772414
5392.75,0.01396,0.0136,0,0,0.04297,0.00067,0,0.12002,0.80878,0.06353,22.39827586
5393.25,0.01457,0.01289,0,0,0.03961,0.00083,0,0.12348,0.80862,0.05896,22.45862069
5393.75,0.01078,0.01087,0,0,0.03569,0.00173,0,0.12318,0.81775,0.05229,23.754
5394.25,0.00497,0.00866,0,0,0.03076,0.00314,0,0.12039,0.83208,0.04429,24.78841379
5394.75,0.00106,0.00684,0,0,0.02644,0.00477,0,0.11873,0.84215,0.03738,25.22082759
5395.25,0.00004,0.00581,0,0,0.02486,0.00513,0,0.11844,0.84572,0.03446,25.90193103
5395.75,0,0.00601,0,0,0.02393,0.00466,0,0.11919,0.84622,0.03363,25.51662069
5396.25,0,0.00619,0,0,0.02345,0.00368,0,0.11938,0.8473,0.0333,25.00275862
5396.75,0.00007,0.00582,0,0,0.02006,0.00394,0,0.1205,0.84961,0.02907,24.49510345
5397.25,0.00013,0.00485,0,0,0.01652,0.00443,0,0.12176,0.85232,0.02399,24.25724138
5397.75,0.0005,0.00426,0,0,0.01708,0.0038,0,0.12084,0.85351,0.02398,24.44137931
5398.25,0.00225,0.00465,0,0,0.02146,0.0021,0,0.11738,0.85216,0.02934,24.82641379
5398.75,0.00527,0.00585,0,0,0.02314,0.00173,0,0.11483,0.84919,0.03257,24.22827586
5399.25,0.00822,0.00666,0,0,0.02075,0.0029,0,0.11762,0.84385,0.03079,22.14627586
5399.75,0.00881,0.00627,0,0,0.0188,0.00379,0,0.1247,0.83762,0.02816,20.82751724
5400.25,0.00797,0.00557,0,0,0.02026,0.00334,0,0.12388,0.83898,0.02901,21.38682759
5400.75,0.00798,0.00547,0,0,0.02233,0.00299,0,0.11559,0.84563,0.03124,24.27441379
5401.25,0.00931,0.00604,0,0,0.02261,0.00372,0,0.10753,0.85078,0.03219,26.85413793
5401.75,0.01136,0.00628,0,0,0.02414,0.00403,0,0.10344,0.85075,0.03418,26.92662069
5402.25,0.01213,0.00595,0,0,0.02829,0.00293,0,0.10475,0.84595,0.03847,25.54855172
5402.75,0.00995,0.00571,0,0,0.036,0.00059,0,0.10649,0.84125,0.04688,24.69662069
5403.25,0.00568,0.00806,0,0,0.04093,0,0,0.10938,0.83595,0.05505,24.57241379
5403.75,0.00285,0.01007,0,0,0.04563,0,0,0.11133,0.83012,0.06258,24.18282759
5404.25,0.00218,0.0144,0,0,0.04835,0,0,0.11093,0.82414,0.07048,23.92710345
5404.75,0.00376,0.01852,0,0,0.04957,0,0,0.10781,0.82034,0.07645,24.56027586
5405.25,0.00636,0.02125,0,0,0.04835,0,0,0.10425,0.81979,0.07814,25.25165517
5405.75,0.00957,0.02166,0,0,0.04607,0,0,0.10266,0.82004,0.07602,25.52075862
5406.25,0.01249,0.0185,0,0,0.045,0,0,0.10109,0.82291,0.07129,25.32048276
5406.75,0.01371,0.01346,0,0,0.04417,0,0,0.10341,0.82525,0.06472,25.27758621
5407.25,0.01455,0.01094,0,0,0.04281,0,0,0.11501,0.8167,0.06038,25.67889655
5407.75,0.01606,0.01202,0,0,0.04232,0,0,0.13948,0.79011,0.06104,24.74089655
5408.25,0.01876,0.01434,0,0,0.04267,0,0,0.16298,0.76126,0.06402,22.22875862
5408.75,0.02189,0.01491,0,0,0.04342,0,0,0.17493,0.74485,0.0655,20.76337931
5409.25,0.02457,0.0131,0,0,0.04339,0,0,0.17654,0.7424,0.06345,20.70724138
5409.75,0.02371,0.01,0,0,0.04375,0,0,0.17743,0.74511,0.06039,20.69544828
5410.25,0.02019,0.00776,0,0,0.04269,0,0,0.18029,0.74907,0.0567,19.99710345
5410.75,0.01444,0.00574,0,0,0.04492,0,0,0.18173,0.75317,0.05695,19.18662069
5411.25,0.00868,0.00439,0,0,0.04648,0,0.01873,0.17769,0.74404,0.07719,19.32055172
5411.75,0.00593,0.00487,0,0,0.0477,0,0.01873,0.17821,0.74456,0.07911,19.93227586
5412.25,0.00739,0.00751,0,0,0.0485,0.00021,0,0.18306,0.75333,0.06295,20.43510345
5412.75,0.01099,0.01058,0,0,0.04652,0.00115,0,0.18448,0.74627,0.06416,20.98448276
5413.25,0.01337,0.01228,0,0,0.0435,0.00293,0,0.18473,0.74319,0.06266,21.04
5413.75,0.01226,0.01083,0,0,0.04146,0.00347,0,0.18648,0.74551,0.05875,20.14551724
5414.25,0.00676,0.00826,0,0,0.03793,0.00448,0,0.1928,0.74977,0.0519,18.48462069
5414.75,0.00075,0.00613,0,0,0.03859,0.00316,0,0.195,0.75637,0.05026,17.14717241
5415.25,0,0.00611,0,0,0.03972,0.001,0,0.18674,0.76643,0.0515,16.83062069
5415.75,0.00289,0.00748,0,0,0.03791,0.00053,0,0.16394,0.78726,0.051,18.21013793
5416.25,0.00985,0.00725,0,0,0.03356,0.00209,0,0.13923,0.80801,0.04586,21.6337931
5416.75,0.01307,0.00575,0,0,0.02862,0.00448,0,0.12111,0.82697,0.03862,25.75682759
5417.25,0.01134,0.00398,0,0,0.02746,0.00654,0,0.11272,0.83796,0.03534,27.62406897
5417.75,0.00883,0.00399,0,0,0.02821,0.00739,0,0.11761,0.83397,0.03619,26.11268966
5418.25,0.00918,0.00488,0,0,0.03154,0.0056,0,0.13371,0.81509,0.04093,22.87772414
5418.75,0.01197,0.0062,0,0,0.03583,0.00237,0,0.15121,0.79241,0.04723,20.76413793
5419.25,0.01373,0.00748,0,0,0.04034,0,0,0.1594,0.77905,0.05374,19.89827586
5419.75,0.01306,0.00932,0,0,0.04243,0,0,0.15817,0.77702,0.05814,20.34834483
5420.25,0.0112,0.01132,0,0,0.04314,0,0,0.15401,0.78032,0.06119,21.50310345
5420.75,0.0076,0.0118,0,0,0.04338,0,0,0.15262,0.7846,0.06198,22.77324138
5421.25,0.00195,0.01184,0,0,0.0386,0,0,0.15296,0.79466,0.05664,23.41358621
5421.75,0,0.00997,0,0,0.03567,0,0,0.15717,0.79718,0.05127,23.48482759
5422.25,0.00368,0.00824,0,0,0.03525,0,0,0.16583,0.787,0.04886,21.98262069
5422.75,0.01243,0.00677,0,0,0.03836,0,0,0.17891,0.76353,0.05071,19.23158621
5423.25,0.01854,0.00586,0,0,0.04179,0,0.01568,0.18731,0.73082,0.07031,18.45751724
5423.75,0.01955,0.00566,0,0,0.04435,0,0.01873,0.18685,0.72487,0.07621,19.23296552
5424.25,0.01777,0.00618,0,0,0.04332,0,0.0154,0.18035,0.73697,0.07209,19.20144828
5424.75,0.01615,0.00669,0,0,0.04131,0,0,0.17493,0.76093,0.05394,19.67262069
5425.25,0.01767,0.00686,0,0,0.03857,0,0,0.16766,0.76924,0.05105,20.81917241
5425.75,0.02235,0.0076,0,0,0.03807,0,0,0.15574,0.77624,0.05132,22.62496552
5426.25,0.0254,0.00884,0,0,0.0417,0,0,0.14012,0.78394,0.05679,24.28848276
5426.75,0.02228,0.01082,0,0,0.04386,0,0,0.13087,0.79217,0.06143,23.59172414
5427.25,0.01429,0.01164,0,0,0.04091,0,0,0.12864,0.80452,0.05902,22.63262069
5427.75,0.01051,0.01053,0,0,0.03297,0.00086,0,0.13341,0.81172,0.04885,23.73468966
5428.25,0.01508,0.00844,0,0,0.02409,0.00289,0,0.14049,0.80901,0.03653,24.98551724
5428.75,0.02304,0.0073,0,0,0.018,0.00408,0,0.14951,0.79806,0.02841,24.76889655
5429.25,0.02585,0.0066,0,0,0.01668,0.004,0,0.16185,0.78503,0.02613,21.31586207
5429.75,0.02146,0.00535,0,0,0.01974,0.00299,0,0.17699,0.77347,0.02819,19.9497931
5430.25,0.01448,0.00357,0,0,0.02535,0.00136,0,0.18994,0.76531,0.0325,18.2957931
5430.75,0.00863,0.00261,0,0,0.02973,0.00004,0.00515,0.19424,0.7596,0.04186,18.10331034
5431.25,0.00579,0.00221,0,0,0.03506,0,0.01873,0.18159,0.75662,0.06191,18.95793103
5431.75,0.00362,0.00442,0,0,0.0405,0,0.01873,0.16378,0.76896,0.0705,20.18027586
5432.25,0.00078,0.0079,0,0,0.04276,0,0.0127,0.14932,0.78654,0.07049,21.13303448
5432.75,0,0.01091,0,0,0.04047,0,0,0.14158,0.80704,0.05771,21.68268966
5433.25,0,0.01149,0,0,0.03743,0,0,0.13445,0.81663,0.05494,22.64931034
5433.75,0,0.01198,0,0,0.03575,0,0,0.13038,0.82189,0.0536,23.99703448
5434.25,0.00121,0.01219,0,0,0.0349,0,0,0.13069,0.821,0.05288,24.35041379
5434.75,0.00545,0.01162,0,0,0.03145,0,0,0.132,0.81948,0.04836,23.92731034
5435.25,0.00572,0.00958,0,0,0.02747,0,0,0.12834,0.82889,0.0416,24.4757931
5435.75,0.002,0.00647,0,0,0.02301,0.00159,0,0.12396,0.84298,0.03312,25.59751724
5436.25,0.00008,0.00318,0,0,0.02247,0.00252,0,0.11741,0.85433,0.02884,26.71055172
5436.75,0.00124,0.00161,0,0,0.02284,0.00278,0.00307,0.11033,0.85813,0.03078,27.91310345
5437.25,0.00137,0.00241,0,0,0.02536,0.00289,0,0.1036,0.86436,0.03123,29.92393103
5437.75,0,0.00529,0,0,0.02673,0.00236,0,0.10172,0.86389,0.03598,31.05731034
5438.25,0,0.00771,0,0,0.02967,0.00023,0,0.10443,0.85797,0.04198,30.76972414
5438.75,0,0.00901,0,0,0.03146,0,0,0.10772,0.85181,0.04546,29.25324138
5439.25,0,0.00941,0,0,0.03308,0,0,0.10751,0.85,0.04772,28.56351724
5439.75,0.00179,0.00939,0,0,0.03371,0,0,0.10953,0.84558,0.04842,28.35034483
5440.25,0.00761,0.00883,0,0,0.03055,0.00035,0,0.11929,0.83338,0.04423,26.84793103
5440.75,0.01266,0.00834,0,0,0.02129,0.003,0,0.13534,0.81937,0.03326,24.09351724
5441.25,0.01595,0.00695,0,0,0.01328,0.0052,0,0.14609,0.81253,0.0227,22.31806897
5441.75,0.01746,0.00497,0,0,0.01019,0.0061,0,0.15146,0.80983,0.01701,21.59586207
5442.25,0.01869,0.00312,0,0,0.01176,0.00552,0,0.15556,0.80534,0.01672,21.24427586
5442.75,0.02048,0.00288,0,0,0.01283,0.00519,0,0.15836,0.80027,0.01764,20.70993103
5443.25,0.02097,0.00349,0,0,0.01475,0.00404,0,0.15595,0.8008,0.02048,20.87393103
5443.75,0.01897,0.0036,0,0,0.01743,0.00284,0,0.14515,0.81201,0.02363,22.36758621
5444.25,0.01524,0.00356,0,0,0.01818,0.00227,0,0.13532,0.82543,0.02443,23.7422069
5444.75,0.01367,0.00374,0,0,0.01965,0.00128,0,0.13035,0.83131,0.02628,24.15475862
5445.25,0.01613,0.00145,0,0,0.03342,0,0,0.12595,0.82306,0.03921,24.19744828
5445.75,0.01583,0.00679,0,0,0.02422,0,0,0.11943,0.83373,0.03483,24.68227586
5446.25,0.01637,0.0065,0,0,0.02621,0.00007,0,0.11339,0.83747,0.03674,25.41813793
5446.75,0.01571,0.00491,0,0,0.02446,0.00099,0,0.11377,0.84016,0.033,26.75455172
5447.25,0.01426,0.00344,0,0,0.02124,0.00212,0,0.11755,0.84139,0.02774,27.89951724
